  ,COMMESSA,ORE
  ,"          PROG  "" PROGETTAZIONE""",9.29
  ,"          SALD  "" SALDATURA""",4.37
  ,"     25/814  ""STAR LIFT SRL""",96.9
  ,"          IMBA  "" IMBALLAGGIO""",8.84
  ,"          NEST  "" TAGLIO / NESTING""",7.82
  ,"          PIEG  "" PIEGATURA""",24.51
  ,"          PROD  "" PRODUZIONE""",0.17
  ,"          PROG  "" PROGETTAZIONE""",45.43
  ,"          SALD  "" SALDATURA""",10.13
  ,"     25/815  ""DETTO SRL""",43.22
  ,"          IMBA  "" IMBALLAGGIO""",13.1
  ,"          NEST  "" TAGLIO / NESTING""",5.0
  ,"          PIEG  "" PIEGATURA""",12.7
  ,"          PROD  "" PRODUZIONE""",0.55
  ,"          PROG  "" PROGETTAZIONE""",5.81
  ,"          SALD  "" SALDATURA""",6.06
  ,"     25/816  ""DETTO SRL""",31.47
  ,"          IMBA  "" IMBALLAGGIO""",7.46
  ,"          NEST  "" TAGLIO / NESTING""",2.77
  ,"          PIEG  "" PIEGATURA""",9.8
  ,"          PROD  "" PRODUZIONE""",0.71
  ,"          PROG  "" PROGETTAZIONE""",3.88
  ,"          SALD  "" SALDATURA""",6.85
  ,"     25/819  ""AMMAR SRL""",41.43
  ,"          IMBA  "" IMBALLAGGIO""",9.33
  ,"          NEST  "" TAGLIO / NESTING""",3.76
  ,"          PIEG  "" PIEGATURA""",8.72
  ,"          PROD  "" PRODUZIONE""",0.66
  ,"          PROG  "" PROGETTAZIONE""",16.56
  ,"          SALD  "" SALDATURA""",2.4
  ,"     25/820  ""ITACOR SRL""",204.94
  ,"          IMBA  "" IMBALLAGGIO""",29.8
  ,"          NEST  "" TAGLIO / NESTING""",10.8
  ,"          PIEG  "" PIEGATURA""",15.4
  ,"          PROD  "" PRODUZIONE""",1.88
  ,"          PROG  "" PROGETTAZIONE""",71.87
  ,"          SALD  "" SALDATURA""",75.19
  ,"     25/822  ""ARE SRL""",42.77
  ,"          IMBA  "" IMBALLAGGIO""",6.85
  ,"          NEST  "" TAGLIO / NESTING""",4.05
  ,"          PIEG  "" PIEGATURA""",8.06
  ,"          PROD  "" PRODUZIONE""",0.4
  ,"          PROG  "" PROGETTAZIONE""",18.43
  ,"          SALD  "" SALDATURA""",4.98
  ,"     25/823  ""ARE SRL""",42.6
  ,"          IMBA  "" IMBALLAGGIO""",6.52
  ,"          NEST  "" TAGLIO / NESTING""",4.74
  ,"          PIEG  "" PIEGATURA""",8.08
  ,"          PROD  "" PRODUZIONE""",0.76
  ,"          PROG  "" PROGETTAZIONE""",17.2
  ,"          SALD  "" SALDATURA""",5.3
  ,"     25/824  ""ARE SRL""",28.75
  ,"          IMBA  "" IMBALLAGGIO""",5.5
  ,"          NEST  "" TAGLIO / NESTING""",4.22
  ,"          PIEG  "" PIEGATURA""",5.5
  ,"          PROD  "" PRODUZIONE""",0.85
  ,"          PROG  "" PROGETTAZIONE""",8.85
  ,"          SALD  "" SALDATURA""",3.83
  ,"     25/825  ""ARE SRL""",28.78
  ,"          IMBA  "" IMBALLAGGIO""",4.29
  ,"          NEST  "" TAGLIO / NESTING""",4.27
  ,"          PIEG  "" PIEGATURA""",8.46
  ,"          PROD  "" PRODUZIONE""",1.84
  ,"          PROG  "" PROGETTAZIONE""",4.12
  ,"          SALD  "" SALDATURA""",5.8
  ,"     25/826  ""ARE SRL""",52.21
  ,"          IMBA  "" IMBALLAGGIO""",13.22
  ,"          NEST  "" TAGLIO / NESTING""",7.58
  ,"          PIEG  "" PIEGATURA""",10.38
  ,"          PROD  "" PRODUZIONE""",0.93
  ,"          PROG  "" PROGETTAZIONE""",11.5
  ,"          SALD  "" SALDATURA""",8.6
  ,"     25/827  ""ARE SRL""",35.19
  ,"          IMBA  "" IMBALLAGGIO""",9.75
  ,"          NEST  "" TAGLIO / NESTING""",7.16
  ,"          PIEG  "" PIEGATURA""",6.69
  ,"          PROD  "" PRODUZIONE""",1.07
  ,"          PROG  "" PROGETTAZIONE""",5.68
  ,"          SALD  "" SALDATURA""",4.84
  ,"     25/828  ""ARE SRL""",28.42
  ,"          IMBA  "" IMBALLAGGIO""",6.11
  ,"          NEST  "" TAGLIO / NESTING""",7.55
  ,"          PIEG  "" PIEGATURA""",4.42
  ,"          PROD  "" PRODUZIONE""",0.65
  ,"          PROG  "" PROGETTAZIONE""",5.26
  ,"          SALD  "" SALDATURA""",4.43
  ,"     25/829  ""ARE SRL""",55.27
  ,"          IMBA  "" IMBALLAGGIO""",14.82
  ,"          NEST  "" TAGLIO / NESTING""",5.5
  ,"          PIEG  "" PIEGATURA""",6.57
  ,"          PROD  "" PRODUZIONE""",1.11
  ,"          PROG  "" PROGETTAZIONE""",16.63
  ,"          SALD  "" SALDATURA""",10.64
  ,"     25/830  ""ARE SRL""",27.73
  ,"          IMBA  "" IMBALLAGGIO""",5.7
  ,"          NEST  "" TAGLIO / NESTING""",3.75
  ,"          PIEG  "" PIEGATURA""",8.25
  ,"          PROD  "" PRODUZIONE""",0.45
  ,"          PROG  "" PROGETTAZIONE""",8.15
  ,"          SALD  "" SALDATURA""",1.43
  ,"     25/831  ""ARE SRL""",34.86
  ,"          IMBA  "" IMBALLAGGIO""",4.47
  ,"          NEST  "" TAGLIO / NESTING""",5.95
  ,"          PIEG  "" PIEGATURA""",9.39
  ,"          PROD  "" PRODUZIONE""",0.75
  ,"          PROG  "" PROGETTAZIONE""",9.27
  ,"          SALD  "" SALDATURA""",5.03
  ,"     25/832  ""ARE SRL""",2.31
  ,"          IMBA  "" IMBALLAGGIO""",0.83
  ,"          NEST  "" TAGLIO / NESTING""",0.55
  ,"          PIEG  "" PIEGATURA""",0.93
  ,"     25/833  ""ARE SRL""",3.0
  ,"          IMBA  "" IMBALLAGGIO""",0.52
  ,"          PIEG  "" PIEGATURA""",1.58
  ,"          PROG  "" PROGETTAZIONE""",0.9
  ,"     25/834  ""SCHINDLER SPA""",18.18
  ,"          PROD  "" PRODUZIONE""",0.44
  ,"          PROG  "" PROGETTAZIONE""",9.13
  ,"          SALD  "" SALDATURA""",8.61
  ,"     25/835  ""MARIPA ASCENSORI SRL""",55.62
  ,"          IMBA  "" IMBALLAGGIO""",9.57
  ,"          NEST  "" TAGLIO / NESTING""",8.71
  ,"          PIEG  "" PIEGATURA""",16.42
  ,"          PROG  "" PROGETTAZIONE""",19.97
  ,"          SALD  "" SALDATURA""",0.95
  ,"     25/836  ""ANGARONE ASCENSORI SRL""",24.03
  ,"          IMBA  "" IMBALLAGGIO""",5.96
  ,"          NEST  "" TAGLIO / NESTING""",4.96
  ,"          PIEG  "" PIEGATURA""",7.96
  ,"          PROD  "" PRODUZIONE""",1.05
  ,"          PROG  "" PROGETTAZIONE""",1.43
  ,"          SALD  "" SALDATURA""",2.67
  ,"     25/837  ""CENTER LIFT SRL""",0.3
  ,"          SALD  "" SALDATURA""",0.3
  ,"     25/838  ""TK ELEVATOR ITALIA SPA""",60.29
  ,"          IMBA  "" IMBALLAGGIO""",11.64
  ,"          NEST  "" TAGLIO / NESTING""",7.26
  ,"          PIEG  "" PIEGATURA""",15.28
  ,"          PROG  "" PROGETTAZIONE""",17.01
  ,"          SALD  "" SALDATURA""",9.1
  ,"     25/839  ""SAMER SRL""",26.27
  ,"          IMBA  "" IMBALLAGGIO""",2.88
  ,"          NEST  "" TAGLIO / NESTING""",4.56
  ,"          PIEG  "" PIEGATURA""",6.63
  ,"          PROD  "" PRODUZIONE""",1.07
  ,"          PROG  "" PROGETTAZIONE""",2.72
  ,"          SALD  "" SALDATURA""",8.41
  ,"     25/840  ""VIMA ASCENSORI SRL""",28.47
  ,"          IMBA  "" IMBALLAGGIO""",8.21
  ,"          NEST  "" TAGLIO / NESTING""",4.46
  ,"          PIEG  "" PIEGATURA""",8.27
  ,"          PROD  "" PRODUZIONE""",0.15
  ,"          PROG  "" PROGETTAZIONE""",3.13
  ,"          SALD  "" SALDATURA""",4.25
  ,"     25/844  ""SAT SRL""",91.43
  ,"          IMBA  "" IMBALLAGGIO""",27.16
  ,"          NEST  "" TAGLIO / NESTING""",6.34
  ,"          PIEG  "" PIEGATURA""",19.31
  ,"          PROD  "" PRODUZIONE""",0.32
  ,"          PROG  "" PROGETTAZIONE""",18.03
  ,"          SALD  "" SALDATURA""",20.27
  ,"     25/846  ""CORAL""",21.34
  ,"          IMBA  "" IMBALLAGGIO""",3.02
  ,"          NEST  "" TAGLIO / NESTING""",0.65
  ,"          PIEG  "" PIEGATURA""",3.24
  ,"          PROD  "" PRODUZIONE""",0.12
  ,"          PROG  "" PROGETTAZIONE""",3.1
  ,"          SALD  "" SALDATURA""",11.21
  ,"     25/847  ""VIMA ASCENSORI SRL""",17.96
  ,"          IMBA  "" IMBALLAGGIO""",2.82
  ,"          NEST  "" TAGLIO / NESTING""",2.71
  ,"          PIEG  "" PIEGATURA""",6.18
  ,"          PROD  "" PRODUZIONE""",0.62
  ,"          PROG  "" PROGETTAZIONE""",2.28
  ,"          SALD  "" SALDATURA""",3.35
  ,"     25/852  ""CORAL""",17.49
  ,"          IMBA  "" IMBALLAGGIO""",3.82
  ,"          NEST  "" TAGLIO / NESTING""",2.6
  ,"          PIEG  "" PIEGATURA""",3.0
  ,"          PROD  "" PRODUZIONE""",0.23
  ,"          SALD  "" SALDATURA""",7.84
  ,"     25/856  ""ARE SRL""",42.07
  ,"          IMBA  "" IMBALLAGGIO""",4.51
  ,"          NEST  "" TAGLIO / NESTING""",3.24
  ,"          PIEG  "" PIEGATURA""",9.54
  ,"          PROG  "" PROGETTAZIONE""",11.99
  ,"          SALD  "" SALDATURA""",12.79
  ,"     25/857  ""ARE SRL""",33.88
  ,"          IMBA  "" IMBALLAGGIO""",7.86
  ,"          NEST  "" TAGLIO / NESTING""",6.02
  ,"          PIEG  "" PIEGATURA""",6.14
  ,"          PROD  "" PRODUZIONE""",0.78
  ,"          PROG  "" PROGETTAZIONE""",5.45
  ,"          SALD  "" SALDATURA""",7.63
  ,"     25/858  ""ARE SRL""",31.94
  ,"          IMBA  "" IMBALLAGGIO""",4.48
  ,"          NEST  "" TAGLIO / NESTING""",4.9
  ,"          PIEG  "" PIEGATURA""",9.23
  ,"          PROD  "" PRODUZIONE""",0.52
  ,"          PROG  "" PROGETTAZIONE""",8.19
  ,"          SALD  "" SALDATURA""",4.62
  ,"     25/859  ""ARE SRL""",22.01
  ,"          IMBA  "" IMBALLAGGIO""",5.06
  ,"          NEST  "" TAGLIO / NESTING""",3.78
  ,"          PIEG  "" PIEGATURA""",4.11
  ,"          PROD  "" PRODUZIONE""",0.9
  ,"          PROG  "" PROGETTAZIONE""",5.13
  ,"          SALD  "" SALDATURA""",3.03
  ,"     25/860  ""ARE SRL""",0.87
  ,"          IMBA  "" IMBALLAGGIO""",0.22
  ,"          PIEG  "" PIEGATURA""",0.48
  ,"          PROD  "" PRODUZIONE""",0.17
  ,"     25/861  ""ARE SRL""",4.45
  ,"          PROG  "" PROGETTAZIONE""",4.45
  ,"     25/862  ""MBB ASCENSORI SRL""",0.65
  ,"          PROG  "" PROGETTAZIONE""",0.65
  ,"     25/863  ""ZEUS ELECTROSTATIC SYSTEM SRL""",0.35
  ,"          IMBA  "" IMBALLAGGIO""",0.35
  ,"     25/864  ""RIAM ASCENSORI SRL""",0.83
  ,"          PIEG  "" PIEGATURA""",0.35
  ,"          PROG  "" PROGETTAZIONE""",0.48
  ,"     25/868  ""RIAM ASCENSORI SRL""",2.19
  ,"          IMBA  "" IMBALLAGGIO""",0.37
  ,"          PIEG  "" PIEGATURA""",1.27
  ,"          PROG  "" PROGETTAZIONE""",0.55
  ,"     25/870  ""SCHINDLER SPA""",0.77
  ,"          PIEG  "" PIEGATURA""",0.77
  ,"     25/871  ""SELE LIFT SRL""",36.48
  ,"          IMBA  "" IMBALLAGGIO""",5.65
  ,"          NEST  "" TAGLIO / NESTING""",4.61
  ,"          PIEG  "" PIEGATURA""",9.54
  ,"          PROD  "" PRODUZIONE""",0.23
  ,"          PROG  "" PROGETTAZIONE""",9.5
  ,"          SALD  "" SALDATURA""",6.95
  ,"     25/872  ""RIAM ASCENSORI SRL""",4.01
  ,"          PIEG  "" PIEGATURA""",3.49
  ,"          PROG  "" PROGETTAZIONE""",0.52
  ,"     25/873  ""GRUPPO OCMA SRL""",47.94
  ,"          IMBA  "" IMBALLAGGIO""",9.35
  ,"          NEST  "" TAGLIO / NESTING""",10.0
  ,"          PIEG  "" PIEGATURA""",13.01
  ,"          PROG  "" PROGETTAZIONE""",9.42
  ,"          SALD  "" SALDATURA""",6.16
  ,"     25/874  ""DFV BRASIL LTDA""",0.1
  ,"          IMBA  "" IMBALLAGGIO""",0.1
  ,"     25/876  ""AMCA ELEVATORI SRL""",7.0
  ,"          IMBA  "" IMBALLAGGIO""",1.83
  ,"          NEST  "" TAGLIO / NESTING""",1.29
  ,"          PIEG  "" PIEGATURA""",3.53
  ,"          PROD  "" PRODUZIONE""",0.35
  ,"     25/878  ""ARE SRL""",34.07
  ,"          IMBA  "" IMBALLAGGIO""",4.07
  ,"          NEST  "" TAGLIO / NESTING""",5.26
  ,"          PIEG  "" PIEGATURA""",5.83
  ,"          PROD  "" PRODUZIONE""",0.74
  ,"          PROG  "" PROGETTAZIONE""",11.86
  ,"          SALD  "" SALDATURA""",6.31
  ,"     25/879  ""FEREGOTTO ELEVATORI SRL""",31.9
  ,"          IMBA  "" IMBALLAGGIO""",6.99
  ,"          NEST  "" TAGLIO / NESTING""",1.5
  ,"          PIEG  "" PIEGATURA""",7.19
  ,"          PROG  "" PROGETTAZIONE""",14.87
  ,"          SALD  "" SALDATURA""",1.35
  ,"     25/880  ""AMMAR SRL""",44.5
  ,"          IMBA  "" IMBALLAGGIO""",8.7
  ,"          NEST  "" TAGLIO / NESTING""",6.25
  ,"          PIEG  "" PIEGATURA""",10.84
  ,"          PROD  "" PRODUZIONE""",0.29
  ,"          PROG  "" PROGETTAZIONE""",12.6
  ,"          SALD  "" SALDATURA""",5.82
  ,"     25/881  ""BULGHERINI PU""",83.26
  ,"          IMBA  "" IMBALLAGGIO""",20.04
  ,"          NEST  "" TAGLIO / NESTING""",6.31
  ,"          PIEG  "" PIEGATURA""",18.63
  ,"          PROG  "" PROGETTAZIONE""",19.12
  ,"          SALD  "" SALDATURA""",19.16
  ,"     25/882  ""EP ELEVATORI PREMONTATI SRL""",51.73
  ,"          IMBA  "" IMBALLAGGIO""",12.19
  ,"          NEST  "" TAGLIO / NESTING""",5.96
  ,"          PIEG  "" PIEGATURA""",15.09
  ,"          PROD  "" PRODUZIONE""",0.17
  ,"          PROG  "" PROGETTAZIONE""",11.55
  ,"          SALD  "" SALDATURA""",6.77
  ,"     25/884  ""ARE SRL""",1.01
  ,"          IMBA  "" IMBALLAGGIO""",0.1
  ,"          NEST  "" TAGLIO / NESTING""",0.28
  ,"          PIEG  "" PIEGATURA""",0.63
  ,"     25/885  ""ARE SRL""",71.26
  ,"          IMBA  "" IMBALLAGGIO""",10.57
  ,"          NEST  "" TAGLIO / NESTING""",2.83
  ,"          PIEG  "" PIEGATURA""",12.18
  ,"          PROD  "" PRODUZIONE""",0.87
  ,"          PROG  "" PROGETTAZIONE""",39.27
  ,"          SALD  "" SALDATURA""",5.54
  ,"     25/886  ""ARE SRL""",35.72
  ,"          IMBA  "" IMBALLAGGIO""",5.43
  ,"          NEST  "" TAGLIO / NESTING""",1.29
  ,"          PIEG  "" PIEGATURA""",9.9
  ,"          PROD  "" PRODUZIONE""",0.48
  ,"          PROG  "" PROGETTAZIONE""",13.72
  ,"          SALD  "" SALDATURA""",4.9
  ,"     25/887  ""ARE SRL""",45.7
  ,"          IMBA  "" IMBALLAGGIO""",9.88
  ,"          NEST  "" TAGLIO / NESTING""",7.57
  ,"          PIEG  "" PIEGATURA""",14.45
  ,"          PROD  "" PRODUZIONE""",0.1
  ,"          PROG  "" PROGETTAZIONE""",9.04
  ,"          SALD  "" SALDATURA""",4.66
  ,"     25/888  ""ARE SRL""",50.69
  ,"          IMBA  "" IMBALLAGGIO""",8.79
  ,"          NEST  "" TAGLIO / NESTING""",6.07
  ,"          PIEG  "" PIEGATURA""",15.44
  ,"          PROD  "" PRODUZIONE""",0.1
  ,"          PROG  "" PROGETTAZIONE""",15.34
  ,"          SALD  "" SALDATURA""",4.95
  ,"     25/889  ""ARE SRL""",32.65
  ,"          IMBA  "" IMBALLAGGIO""",4.23
  ,"          NEST  "" TAGLIO / NESTING""",5.54
  ,"          PIEG  "" PIEGATURA""",8.66
  ,"          PROD  "" PRODUZIONE""",0.45
  ,"          PROG  "" PROGETTAZIONE""",9.23
  ,"          SALD  "" SALDATURA""",4.54
  ,"     25/890  ""ARE SRL""",37.89
  ,"          IMBA  "" IMBALLAGGIO""",4.91
  ,"          NEST  "" TAGLIO / NESTING""",7.62
  ,"          PIEG  "" PIEGATURA""",5.95
  ,"          PROD  "" PRODUZIONE""",0.83
  ,"          PROG  "" PROGETTAZIONE""",16.55
  ,"          SALD  "" SALDATURA""",2.03
  ,"     25/891  ""SAT SRL""",0.3
  ,"          IMBA  "" IMBALLAGGIO""",0.3
  ,"     25/893  ""ARE SRL""",38.03
  ,"          IMBA  "" IMBALLAGGIO""",4.19
  ,"          NEST  "" TAGLIO / NESTING""",3.48
  ,"          PIEG  "" PIEGATURA""",12.49
  ,"          PROD  "" PRODUZIONE""",0.87
  ,"          PROG  "" PROGETTAZIONE""",10.59
  ,"          SALD  "" SALDATURA""",6.41
  ,"     25/894  ""ARE SRL""",51.95
  ,"          IMBA  "" IMBALLAGGIO""",18.11
  ,"          NEST  "" TAGLIO / NESTING""",7.4
  ,"          PIEG  "" PIEGATURA""",13.08
  ,"          PROD  "" PRODUZIONE""",0.55
  ,"          PROG  "" PROGETTAZIONE""",9.68
  ,"          SALD  "" SALDATURA""",3.13
  ,"     25/895  ""ESA ELECOMP SERVIZI ASCENSORI SRL""",53.68
  ,"          IMBA  "" IMBALLAGGIO""",0.82
  ,"          NEST  "" TAGLIO / NESTING""",7.5
  ,"          PIEG  "" PIEGATURA""",7.28
  ,"          PROD  "" PRODUZIONE""",0.95
  ,"          PROG  "" PROGETTAZIONE""",25.09
  ,"          SALD  "" SALDATURA""",12.04
  ,"     25/897  ""GD LIFT SRL""",26.14
  ,"          IMBA  "" IMBALLAGGIO""",4.49
  ,"          NEST  "" TAGLIO / NESTING""",3.5
  ,"          PIEG  "" PIEGATURA""",8.33
  ,"          PROD  "" PRODUZIONE""",0.64
  ,"          PROG  "" PROGETTAZIONE""",6.68
  ,"          SALD  "" SALDATURA""",2.5
  ,"     25/901  ""ARE SRL""",32.07
  ,"          IMBA  "" IMBALLAGGIO""",6.05
  ,"          NEST  "" TAGLIO / NESTING""",5.72
  ,"          PIEG  "" PIEGATURA""",8.45
  ,"          PROD  "" PRODUZIONE""",0.15
  ,"          PROG  "" PROGETTAZIONE""",7.3
  ,"          SALD  "" SALDATURA""",4.4
  ,"     25/902  ""ARE SRL""",46.68
  ,"          IMBA  "" IMBALLAGGIO""",10.06
  ,"          NEST  "" TAGLIO / NESTING""",3.56
  ,"          PIEG  "" PIEGATURA""",10.04
  ,"          PROD  "" PRODUZIONE""",0.52
  ,"          PROG  "" PROGETTAZIONE""",17.88
  ,"          SALD  "" SALDATURA""",4.62
  ,"     25/903  ""ARE SRL""",40.21
  ,"          IMBA  "" IMBALLAGGIO""",7.42
  ,"          NEST  "" TAGLIO / NESTING""",6.43
  ,"          PIEG  "" PIEGATURA""",9.37
  ,"          PROD  "" PRODUZIONE""",0.13
  ,"          PROG  "" PROGETTAZIONE""",10.31
  ,"          SALD  "" SALDATURA""",6.55
  ,"     25/904  ""ARE SRL""",35.87
  ,"          IMBA  "" IMBALLAGGIO""",8.36
  ,"          NEST  "" TAGLIO / NESTING""",5.48
  ,"          PIEG  "" PIEGATURA""",10.08
  ,"          PROG  "" PROGETTAZIONE""",10.19
  ,"          SALD  "" SALDATURA""",1.76
  ,"     25/905  ""ARE SRL""",41.71
  ,"          IMBA  "" IMBALLAGGIO""",6.09
  ,"          NEST  "" TAGLIO / NESTING""",6.43
  ,"          PIEG  "" PIEGATURA""",10.96
  ,"          PROG  "" PROGETTAZIONE""",14.87
  ,"          SALD  "" SALDATURA""",3.36
  ,"     25/906  ""ARE SRL""",35.26
  ,"          IMBA  "" IMBALLAGGIO""",7.48
  ,"          NEST  "" TAGLIO / NESTING""",3.05
  ,"          PIEG  "" PIEGATURA""",8.73
  ,"          PROD  "" PRODUZIONE""",0.17
  ,"          PROG  "" PROGETTAZIONE""",13.23
  ,"          SALD  "" SALDATURA""",2.6
  ,"     25/907  ""SCHINDLER SPA""",41.13
  ,"          IMBA  "" IMBALLAGGIO""",8.75
  ,"          NEST  "" TAGLIO / NESTING""",7.79
  ,"          PIEG  "" PIEGATURA""",12.85
  ,"          PROD  "" PRODUZIONE""",0.98
  ,"          PROG  "" PROGETTAZIONE""",3.72
  ,"          SALD  "" SALDATURA""",7.04
  ,"     25/908  ""GUNESTEKIN REFINERY SRL""",8.73
  ,"          NEST  "" TAGLIO / NESTING""",0.98
  ,"          PIEG  "" PIEGATURA""",2.67
  ,"          PROD  "" PRODUZIONE""",0.23
  ,"          PROG  "" PROGETTAZIONE""",0.95
  ,"          SALD  "" SALDATURA""",3.9
  ,"     25/909  ""SELE LIFT SRL""",37.84
  ,"          IMBA  "" IMBALLAGGIO""",7.0
  ,"          NEST  "" TAGLIO / NESTING""",4.35
  ,"          PIEG  "" PIEGATURA""",10.7
  ,"          PROD  "" PRODUZIONE""",0.1
  ,"          PROG  "" PROGETTAZIONE""",10.72
  ,"          SALD  "" SALDATURA""",4.97
  ,"     25/910  ""RIAM ASCENSORI SRL""",3.75
  ,"          PIEG  "" PIEGATURA""",2.67
  ,"          PROD  "" PRODUZIONE""",0.18
  ,"          PROG  "" PROGETTAZIONE""",0.9
  ,"     25/911  ""ARE SRL""",54.69
  ,"          IMBA  "" IMBALLAGGIO""",7.17
  ,"          NEST  "" TAGLIO / NESTING""",6.39
  ,"          PIEG  "" PIEGATURA""",10.06
  ,"          PROG  "" PROGETTAZIONE""",26.45
  ,"          SALD  "" SALDATURA""",4.62
  ,"     25/913  ""AMMAR SRL""",21.8
  ,"          IMBA  "" IMBALLAGGIO""",0.86
  ,"          NEST  "" TAGLIO / NESTING""",5.1
  ,"          PIEG  "" PIEGATURA""",8.17
  ,"          PROG  "" PROGETTAZIONE""",7.09
  ,"          SALD  "" SALDATURA""",0.58
  ,"     25/914  ""SCHINDLER SPA""",1.29
  ,"          NEST  "" TAGLIO / NESTING""",0.96
  ,"          PROD  "" PRODUZIONE""",0.33
  ,"     25/915  ""HECOIT SRL""",2.84
  ,"          IMBA  "" IMBALLAGGIO""",0.48
  ,"          NEST  "" TAGLIO / NESTING""",0.17
  ,"          PIEG  "" PIEGATURA""",1.54
  ,"          PROD  "" PRODUZIONE""",0.15
  ,"          PROG  "" PROGETTAZIONE""",0.5
  ,"     25/918  ""BULGHERINI PU""",3.66
  ,"          IMBA  "" IMBALLAGGIO""",0.57
  ,"          NEST  "" TAGLIO / NESTING""",0.55
  ,"          PIEG  "" PIEGATURA""",1.1
  ,"          PROD  "" PRODUZIONE""",0.12
  ,"          PROG  "" PROGETTAZIONE""",1.32
  ,"     25/920  ""SELE LIFT SRL""",12.88
  ,"          IMBA  "" IMBALLAGGIO""",0.18
  ,"          NEST  "" TAGLIO / NESTING""",3.86
  ,"          PIEG  "" PIEGATURA""",1.74
  ,"          PROD  "" PRODUZIONE""",0.5
  ,"          PROG  "" PROGETTAZIONE""",6.6
  ,"     25/921  ""AIRGAS NORDEST SRL""",57.7
  ,"          IMBA  "" IMBALLAGGIO""",17.31
  ,"          NEST  "" TAGLIO / NESTING""",5.56
  ,"          PIEG  "" PIEGATURA""",10.44
  ,"          PROD  "" PRODUZIONE""",0.55
  ,"          PROG  "" PROGETTAZIONE""",20.32
  ,"          SALD  "" SALDATURA""",3.52
  ,"     25/923  ""SAT SRL""",0.08
  ,"          PROD  "" PRODUZIONE""",0.08
  ,"     25/924  ""LGM ELEVATOR SRL""",48.67
  ,"          IMBA  "" IMBALLAGGIO""",13.06
  ,"          NEST  "" TAGLIO / NESTING""",3.02
  ,"          PIEG  "" PIEGATURA""",15.48
  ,"          PROG  "" PROGETTAZIONE""",13.59
  ,"          SALD  "" SALDATURA""",3.52
  ,"     25/927  ""ARE SRL""",60.36
  ,"          IMBA  "" IMBALLAGGIO""",6.18
  ,"          NEST  "" TAGLIO / NESTING""",6.29
  ,"          PIEG  "" PIEGATURA""",12.45
  ,"          PROG  "" PROGETTAZIONE""",29.07
  ,"          SALD  "" SALDATURA""",6.37
  ,"     25/928  ""ARE SRL""",26.89
  ,"          IMBA  "" IMBALLAGGIO""",3.29
  ,"          NEST  "" TAGLIO / NESTING""",6.08
  ,"          PIEG  "" PIEGATURA""",8.63
  ,"          PROG  "" PROGETTAZIONE""",5.85
  ,"          SALD  "" SALDATURA""",3.04
  ,"     25/929  ""ARE SRL""",34.11
  ,"          IMBA  "" IMBALLAGGIO""",8.15
  ,"          NEST  "" TAGLIO / NESTING""",2.48
  ,"          PIEG  "" PIEGATURA""",7.69
  ,"          PROG  "" PROGETTAZIONE""",10.51
  ,"          SALD  "" SALDATURA""",5.28
  ,"     25/930  ""ARE SRL""",37.83
  ,"          IMBA  "" IMBALLAGGIO""",4.51
  ,"          NEST  "" TAGLIO / NESTING""",2.5
  ,"          PIEG  "" PIEGATURA""",12.75
  ,"          PROG  "" PROGETTAZIONE""",15.14
  ,"          SALD  "" SALDATURA""",2.93
  ,"     25/931  ""OMET SRL""",32.53
  ,"          IMBA  "" IMBALLAGGIO""",17.02
  ,"          NEST  "" TAGLIO / NESTING""",3.91
  ,"          PIEG  "" PIEGATURA""",7.61
  ,"          PROD  "" PRODUZIONE""",0.32
  ,"          PROG  "" PROGETTAZIONE""",3.67
  ,"     25/933  ""CSM LIFT SRLS""",46.54
  ,"          IMBA  "" IMBALLAGGIO""",11.84
  ,"          NEST  "" TAGLIO / NESTING""",5.87
  ,"          PIEG  "" PIEGATURA""",11.72
  ,"          PROG  "" PROGETTAZIONE""",9.06
  ,"          SALD  "" SALDATURA""",8.05
  ,"     25/937  ""RIAM ASCENSORI SRL""",3.28
  ,"          PROG  "" PROGETTAZIONE""",3.28
  ,"     25/940  ""ANGARONE ASCENSORI SRL""",33.05
  ,"          IMBA  "" IMBALLAGGIO""",8.17
  ,"          NEST  "" TAGLIO / NESTING""",5.68
  ,"          PIEG  "" PIEGATURA""",9.12
  ,"          PROG  "" PROGETTAZIONE""",5.85
